2025-02-19 10:02:48,663 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-02-19 10:02:48,693 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-02-19 10:02:48,694 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2025-02-19 10:02:48,694 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2025-02-19 10:02:48,696 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2025-02-19 10:02:48,696 INFO  SwAddin.cs: 197 - Setting up callbacks
2025-02-19 10:02:48,697 INFO  SwAddin.cs: 201 - Setting up command manager
2025-02-19 10:02:48,697 INFO  SwAddin.cs: 204 - Adding command manager
2025-02-19 10:02:48,699 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2025-02-19 10:02:48,700 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2025-02-19 10:02:48,700 INFO  SwAddin.cs: 210 - Adding event handlers
2025-02-19 10:02:48,719 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2025-02-19 19:40:12,560 INFO  SwAddin.cs: 294 - Assembly export called for file xsm的机械臂
2025-02-19 19:40:14,542 INFO  SwAddin.cs: 313 - Saving assembly
2025-02-19 19:40:14,644 INFO  SwAddin.cs: 316 - Opening property manager
2025-02-19 19:40:14,703 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from xsm的机械臂
2025-02-19 19:40:14,717 INFO  ExportHelperExtension.cs: 1136 - Found 46 in xsm的机械臂
2025-02-19 19:40:14,717 INFO  ExportHelperExtension.cs: 1145 - Found 4 features of type [CoordSys] in xsm的机械臂
2025-02-19 19:40:14,717 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-02-19 19:40:14,719 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2025-02-19 19:40:14,720 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 2-1
2025-02-19 19:40:14,720 INFO  ExportHelperExtension.cs: 1136 - Found 31 in 2-1
2025-02-19 19:40:14,721 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 2-1
2025-02-19 19:40:14,722 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 1-1
2025-02-19 19:40:14,722 INFO  ExportHelperExtension.cs: 1136 - Found 29 in 1-1
2025-02-19 19:40:14,723 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 1-1
2025-02-19 19:40:14,723 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 3-1
2025-02-19 19:40:14,723 INFO  ExportHelperExtension.cs: 1136 - Found 29 in 3-1
2025-02-19 19:40:14,724 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 3-1
2025-02-19 19:40:14,724 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 4-1
2025-02-19 19:40:14,724 INFO  ExportHelperExtension.cs: 1136 - Found 31 in 4-1
2025-02-19 19:40:14,725 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 4-1
2025-02-19 19:40:14,727 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from xsm的机械臂
2025-02-19 19:40:14,728 INFO  ExportHelperExtension.cs: 1136 - Found 46 in xsm的机械臂
2025-02-19 19:40:14,728 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [RefAxis] in xsm的机械臂
2025-02-19 19:40:14,728 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-02-19 19:40:14,729 INFO  ExportHelperExtension.cs: 1160 - 4 components to check
2025-02-19 19:40:14,729 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 2-1
2025-02-19 19:40:14,729 INFO  ExportHelperExtension.cs: 1136 - Found 31 in 2-1
2025-02-19 19:40:14,730 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 2-1
2025-02-19 19:40:14,730 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 1-1
2025-02-19 19:40:14,731 INFO  ExportHelperExtension.cs: 1136 - Found 29 in 1-1
2025-02-19 19:40:14,731 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 1-1
2025-02-19 19:40:14,731 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 3-1
2025-02-19 19:40:14,732 INFO  ExportHelperExtension.cs: 1136 - Found 29 in 3-1
2025-02-19 19:40:14,732 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 3-1
2025-02-19 19:40:14,733 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from 4-1
2025-02-19 19:40:14,733 INFO  ExportHelperExtension.cs: 1136 - Found 31 in 4-1
2025-02-19 19:40:14,733 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in 4-1
2025-02-19 19:40:15,033 INFO  SwAddin.cs: 339 - Loading config tree
2025-02-19 19:40:15,036 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2025-02-19 19:40:15,043 INFO  SwAddin.cs: 344 - Showing property manager
